tweet_id~twitter_handle~parent_tweet_id~tweet~tweet_time~location
1644100986166706176~816170811556040705~None~Day 3:  ARSENAL WILL WIN 2022/2023 EPL TROPHY 🏆 https://t.co/ZQnUNh9lS1~2023-04-06 22:13:15+00:00~Port Harcourt, Nigeria
1644100985793531906~1290022513498562560~1644092800827359236~@Arsenal_Fan_88 @thfcmxtt No one with a life knew~2023-04-06 22:13:15+00:00~
1644100975991349248~1587394001543364608~None~The main weapon in their traditional arsenal - the 30-second network television commercial - is losing its punch.~2023-04-06 22:13:13+00:00~
1644100947428212736~41401964~None~RT @ArsenalBuzzCom: 🗣️| Leno: “I had four great years at Arsenal. I still have a lot of friends in the team and I had a very good connectio…~2023-04-06 22:13:06+00:00~#next1000days #Race4Survival
1644100947377807365~1260081682369085441~1644065613160108054~@jsargio_ Nigga out here making comps on arsenal players and the FIRST goal is against his own club~2023-04-06 22:13:06+00:00~Earth 
1644100941933694979~316948336~1644095894189494280~@humblecute So cos he got injured against Arsenal, he's not gonna ever start a game against Arsenal again?~2023-04-06 22:13:05+00:00~
1644100937521266690~3189834059~None~RT @Opresii: Luiz Diaz is coming for Arsenal https://t.co/c3wKSNfzi9~2023-04-06 22:13:04+00:00~Greater Accra, Ghana
1644100937265414144~156106037~None~RT @Arsenalnewschan: 🗣️Aaron Ramsdale on Reiss Nelson pushing Gabriel Martinelli for a spot in the #Arsenal first team: “I think it’s only…~2023-04-06 22:13:04+00:00~SOMEWHERE SAFE
1644100928964902912~1341125167624433668~None~RT @UTDTrey: I promise you, Arsenal won’t survive this. https://t.co/ArTtr8KLtm~2023-04-06 22:13:02+00:00~
1644100927383535616~925266547836444672~None~"RT @FootballTalkHQ: 🔴Manchester United became the first team in the Premier League to reach 1 million spectators this season:

1⃣ Mancheste…"~2023-04-06 22:13:01+00:00~
1644100922618920961~2903592235~None~"RT @Rory_Talks_Ball: ⚽️ Arsenal players ALREADY having their BEST PL goal scoring season, with 9 games still to play:

🏴󠁧󠁢󠁥󠁮󠁧󠁿 Ben White
🇫🇷…"~2023-04-06 22:13:00+00:00~
1644100915056500739~3018708371~1644082522785996802~@Deb_236 @m8arteta @Arsenal Akobam ein senior be this or Akobam senior am?~2023-04-06 22:12:58+00:00~Nungua, Ghana 
1644100902255468552~1547477044870713345~None~RT @ArsenalBuzzCom: 🗣️| Leno: “I had four great years at Arsenal. I still have a lot of friends in the team and I had a very good connectio…~2023-04-06 22:12:55+00:00~
1644100890905722880~301059554~None~RT @UtdDistrict: #mufc’s interest in Alexis Mac Allister is ‘absolutely confirmed’. Arsenal and Liverpool also have confirmed interest. [@C…~2023-04-06 22:12:52+00:00~Manchester
1644100890188476417~991698281561559040~None~RT @theewatomi: my entire life literally revolves around arsenal. the damn club dictates my mood, whether or not I'm happy lmao. it's crazy…~2023-04-06 22:12:52+00:00~Big Rich Town 
1644100888922030080~1152306043483021314~1644099438103674882~@Spriter99880 The Arsenal of israel send to Ucrania help ?~2023-04-06 22:12:52+00:00~
1644100887575506945~1525805078317346816~None~"RT @EmiratesFACup: And then there were two...

@Arsenal 🆚 @WestHam 

Who will be crowned the 2022-23 #FAYouthCup champions? 🏆 https://t.co/…"~2023-04-06 22:12:52+00:00~Kampala, Uganda
1644100882777112577~1389595442208509965~None~RT @UtdPlug: 🚨🇦🇷 “The interest of Arsenal, Manchester United and Liverpool in Alexis Mac Allister is absolutely confirmed. What I can confi…~2023-04-06 22:12:51+00:00~
1644100882747801601~796851122103271424~1644030759164866573~@IANdrewTheGiant Hes a gooner brother. Was there to see the arsenal thrash Fulham 😜~2023-04-06 22:12:51+00:00~Brighton, England
1644100879149068289~1645407908~1644094849140809728~@r1medi He's not underrated by Arsenal fans. You are such a tool on this site.~2023-04-06 22:12:50+00:00~Tampa, FL
1644100867388329984~1524891352420569094~None~RT @Deb_236: Saliba, @m8arteta @Arsenal  Ever heard of this?? https://t.co/DNOxm2Uemb~2023-04-06 22:12:47+00:00~
1644100862388609025~1592994934428164102~1644100063197638658~@ProdBySheikah @arsenaltwt I literally support arsenal you weirdo, but I’m not stupid and they cannot afford him 💀~2023-04-06 22:12:46+00:00~England, United Kingdom
1644100861063307265~965046245172678656~None~"RT @Gunnersc0m: 🗣 @EduardoDaSilva: ""My son is the No 1 fan. I’m not even sure it is because I played for Arsenal, but he is crazy about the…"~2023-04-06 22:12:45+00:00~Ghana
1644100860874457089~130810838~None~RT @Shamsdale: As you probably know, all those claims are wrong, and pretty wide of the mark at that. Injuries, refereeing decisions, and r…~2023-04-06 22:12:45+00:00~
1644100852045455362~1491918585563955234~1644084427214180352~@CFCshq @PeakSanti That’s why Arsenal didn’t spend a 100mill on the yute…. Chelsea did 🤭~2023-04-06 22:12:43+00:00~Domain Expansion 
1644100851244445698~156106037~None~"RT @ChrisWheatley: Sven Mislintat is close to becoming Ajax’s new director of football. 🇳🇱 

Former Stuttgart and Arsenal recruitment chief…"~2023-04-06 22:12:43+00:00~SOMEWHERE SAFE
1644100848384102402~4734081486~None~"RT @PlayWarframe: Harness two unstoppable forces with Rhino Prime and Mag Prime, now in Prime Resurgence!

Add Prime Warframes, Prime Weapo…"~2023-04-06 22:12:42+00:00~サミット34F
1644100841345884160~1112293315511238656~None~RT @jafcv2: Arsenal have not lost at Anfield to a Liverpool side below them on the table since 2004~2023-04-06 22:12:41+00:00~N5❤️‍🔥
1644100839554809858~1283180367789391873~None~"RT @iLotNG_Official: ⚽ut of 💵Cash💵?
Then Predict the Scores for
Free &amp; Win Up to 💵₦50,000
⚽#LIVERPOOL FC 🆚 #ARSENAL FC⚽ 
👇🏼
➡️For your pred…"~2023-04-06 22:12:40+00:00~Kaduna, Nigeria
1644100836883144704~65003718~1644098904827330561~"@ThoughtPillow As if these players played throughout the season. 
We need the squad list for spurs, Chelsea, Arsenal n Bolton 😂"~2023-04-06 22:12:40+00:00~United Kingdom
1644100832802009090~2929265764~1644096630155534342~"@Gooner_AK @manlikeusername @shayeeofschlime The point is
Regardless of whether or not the loans were paid back
The… https://t.co/6UXdwZO6rS"~2023-04-06 22:12:39+00:00~London, England
1644100827307466754~1633262287833161728~None~RT @UTDTrey: I promise you, Arsenal won’t survive this. https://t.co/ArTtr8KLtm~2023-04-06 22:12:37+00:00~Lagos, Nigeria
1644100818147082240~1881056371~None~"RT @now_arsenaI: Arsenal’s last four results against Liverpool at Anfield in the Premier League.

However this time, it’s different &amp; we’ll…"~2023-04-06 22:12:35+00:00~...in the PRESENT!!!
1644100816809205765~2500855242~None~Arsenal fans, Saka over Pires? You agree? 👇🏾 https://t.co/kYQ12SGVcm~2023-04-06 22:12:35+00:00~London, England
1644100816666517509~2903592235~None~RT @afcstuff: Arsenal duo Gabriel Martinelli &amp; Bukayo Saka have both been nominated for the PFA Premier League Fans’ Player of the Month fo…~2023-04-06 22:12:35+00:00~
1644100816398082049~4585142013~None~RT @JackWilshere: Busquets is the only one 3 or 4 years ago. And remember he played in a team that dominated possession in every game. Decs…~2023-04-06 22:12:35+00:00~
1644100812015034368~890133903561961472~1643977668080328705~@AnfieldRd96 diaz has been fit for 2-3 weeks now i think he should be in the squad for arsenal even if he doesn’t come on~2023-04-06 22:12:34+00:00~Asgard
1644100795346952196~1111924535094333440~None~RT @AlbicelesteTalk: (🌕) “The interest of Arsenal, Manchester United and Liverpool in Alexis Mac Allister is absolutely confirmed. What I c…~2023-04-06 22:12:30+00:00~England!
1644100790225711107~1593707336606040066~None~"RT @Arsenalnewschan: 🗣️#Arsenal legend Ray Parlour on Bukayo Saka being rested for the first hour of the Leeds game: ""Saka will be fresh an…"~2023-04-06 22:12:28+00:00~
1644100781639966722~724601522~1644097912731828224~@nstntly So did Arsenal. Against their direct title rivals, at their ground, not against a QPR team they should be beating.~2023-04-06 22:12:26+00:00~Norwich, England
1644100778615767040~1219258414519455744~None~RT @UtdDistrict: #mufc’s interest in Alexis Mac Allister is ‘absolutely confirmed’. Arsenal and Liverpool also have confirmed interest. [@C…~2023-04-06 22:12:26+00:00~Trenches. 
1644100764174888961~1344220069421854721~None~RT @UTDTrey: I promise you, Arsenal won’t survive this. https://t.co/ArTtr8KLtm~2023-04-06 22:12:22+00:00~
1644100762019004417~1032962263819411459~None~RT @backagain: ARSENAL ARE COMING FOR LIVERPOOL 😤 https://t.co/m790nKUbgC~2023-04-06 22:12:22+00:00~Nairobi, Kenya
1644100761079382016~324198064~None~RT @Shamsdale: 🧵 Debunking False Claims About Arsenal’s 2022-23 Season, a thread: https://t.co/pE45D4ofMJ~2023-04-06 22:12:22+00:00~ÜT: 6.70659,3.3015
1644100752669917189~1547477044870713345~None~"RT @backagain: Lionel Trossard.

Arsenal March Player of the Month. ❤️🥇 https://t.co/k8VjCq6F40"~2023-04-06 22:12:20+00:00~
1644100746542198784~2804546653~None~"I see nobody doing anything to have mandatory #businessaccuracyrate requirement from Candidates.
Again there will b… https://t.co/xWAEcfQEzD"~2023-04-06 22:12:18+00:00~USA
1644100733774512129~1611195383593721862~None~"RT @Arsenal: A big thank you from @LTrossard ❤️

Our March Player of the Month 🏆 https://t.co/CjUwcPuNYn"~2023-04-06 22:12:15+00:00~
1644100723007733761~804443361646153728~None~Congrats on the title fellas 👏🏾 @Arsenal https://t.co/C5CZ1xojoh~2023-04-06 22:12:12+00:00~London/Kent
1644100719983861760~278693491~None~RT @UtdPlug: 🚨🇦🇷 “The interest of Arsenal, Manchester United and Liverpool in Alexis Mac Allister is absolutely confirmed. What I can confi…~2023-04-06 22:12:12+00:00~Pune, India
1644100707690135559~2872848136~None~"RT @BlackScarfMarc: Captain of The Arsenal lifting the silver for her country too. Consistently.

It’s what football is all about, regardle…"~2023-04-06 22:12:09+00:00~
1644100695962910721~1088051745077583872~None~RT @UTDTrey: I promise you, Arsenal won’t survive this. https://t.co/ArTtr8KLtm~2023-04-06 22:12:06+00:00~Somewhere in Africa
1644100694733881345~1231275505980235776~None~RT @UtdPlug: 🚨🇦🇷 “The interest of Arsenal, Manchester United and Liverpool in Alexis Mac Allister is absolutely confirmed. What I can confi…~2023-04-06 22:12:06+00:00~Johannesburg, South Africa
1644100692313796614~947813599392780291~None~RT @goal: Arsenal just keep winning 😎 https://t.co/BHKTAzqcWd~2023-04-06 22:12:05+00:00~Nigeria 
1644100691542024193~1557495970396528640~None~RT @AlbicelesteTalk: (🌕) “The interest of Arsenal, Manchester United and Liverpool in Alexis Mac Allister is absolutely confirmed. What I c…~2023-04-06 22:12:05+00:00~Kumasi, Ghana
1644100684122316800~334177081~None~RT @UTDTrey: I promise you, Arsenal won’t survive this. https://t.co/ArTtr8KLtm~2023-04-06 22:12:03+00:00~London, England
1644100671371714562~1252557527189000192~None~RT @UTDTrey: I promise you, Arsenal won’t survive this. https://t.co/ArTtr8KLtm~2023-04-06 22:12:00+00:00~
